Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
841,Starly,,396,♂,61,32,2,6,9,37.8,4.0,4.0,,,,"2023-06-06 10:07",6/4/2023,,,0,0,0,400,96.58%,141,97.86%,45900,177,Staraptor,,0,77.44%,925,97.18%,230400,369,Staraptor,,0,99.17%,35,98.81%,3200,131,Staraptor,,0,
842,Starly,,396,♂,101,43,1,11,15,60.0,6.0,6.0,,,,"2023-06-06 10:07",6/3/2023,,,0,0,0,600,73.48%,1087,95.87%,38900,169,Staraptor,,0,99.85%,7,99.70%,202400,331,Staraptor,,0,99.68%,14,98.84%,101900,100,Starly,,0,
843,Starly,,396,♂,102,40,4,14,5,51.1,6.0,6.0,,,,"2023-06-06 10:07",5/20/2023,,,0,0,0,600,38.78%,2508,94.27%,38900,169,Staraptor,,0,90.70%,382,97.96%,202400,331,Staraptor,,0,97.17%,117,96.90%,20000,51,Staravia,,0,
844,Starly,,396,♀,114,42,13,14,11,84.4,6.0,6.0,,,,"2023-06-06 10:07",5/23/2023,,,0,0,0,600,25.42%,3055,93.60%,34200,165,Staraptor,,0,55.82%,1810,96.31%,150400,269,Staraptor,,0,96.58%,141,97.85%,600,126,Staraptor,,0,
845,Starly,,396,♀,166,52,14,5,11,66.7,9.0,9.0,,,,"2023-06-06 10:07",6/5/2023,,,0,0,0,1000,2.88%,3978,91.63%,32000,161,Staraptor,,0,11.14%,3640,94.41%,167000,287,Staraptor,,0,13.38%,3548,88.69%,80000,78,Starly,,0,
846,Starly,,396,♀,201,58,6,11,13,66.7,11.0,11.0,,,,"2023-06-06 10:07",6/3/2023,,,0,0,0,1300,91.28%,358,97.13%,30500,159,Staraptor,,0,75.48%,1005,97.10%,170000,291,Staraptor,,0,82.59%,714,94.69%,10000,39,Staravia,,0,
847,Starly,,396,♂,203,59,6,12,14,71.1,11.0,11.0,,,,"2023-06-06 10:07",6/5/2023,,,0,0,0,1300,98.95%,44,98.56%,30500,159,Staraptor,,0,94.97%,207,98.35%,170000,291,Staraptor,,0,96.61%,140,96.78%,10000,39,Staravia,,0,
848,Starly,,396,♀,240,62,13,14,15,93.3,12.0,12.0,,,,"2023-06-06 10:07",3/28/2023,,,0,0,0,1300,58.61%,1696,95.16%,23200,151,Staraptor,,0,81.54%,757,97.39%,133400,249,Staraptor,,0,71.48%,1169,93.78%,4200,31,Staravia,,0,
849,Starly,,396,♂,253,65,12,11,15,84.4,13.0,13.0,,,,"2023-06-06 10:07",1/14/2023,,,0,0,0,1600,90.13%,405,97.00%,22800,149,Staraptor,,0,78.41%,885,97.23%,143800,259,Staraptor,,0,86.89%,538,95.13%,3200,29,Staravia,,0,
850,Starly,,396,♀,258,65,2,11,7,44.4,15.0,15.0,,,,"2023-06-06 10:07",5/7/2023,,,0,0,0,1900,82.00%,738,96.38%,21400,145,Staraptor,,0,96.39%,149,98.53%,199400,327,Staraptor,,0,93.60%,263,96.27%,86400,78,Starly,,0,
851,Starly,,396,♂,264,66,0,10,4,31.1,16.0,16.0,,,,"2023-06-06 10:07",5/31/2023,,,0,0,0,1900,92.92%,291,97.30%,20100,143,Staraptor,,0,78.75%,871,97.25%,213600,347,Staraptor,,0,96.73%,135,97.05%,97600,86,Starly,,0,
852,Starly,,396,♂,329,74,5,13,12,66.7,18.0,18.0,,,,"2023-06-06 10:07",5/1/2023,,,0,0,0,2200,92.14%,323,97.21%,6900,131,Staraptor,,0,81.12%,774,97.36%,146400,263,Staraptor,,0,84.35%,642,94.92%,56400,50,Starly,,0,
853,Starly,,396,♀,343,74,13,15,15,95.6,17.0,17.0,,,,"2023-06-06 10:07",3/23/2023,,,0,0,0,2200,71.65%,1162,95.78%,6600,131,Staraptor,,0,64.32%,1462,96.62%,110800,223,Staraptor,,0,65.40%,1418,93.14%,41300,37,Starly,,0,
854,Starly,,396,♂,390,83,1,13,14,62.2,22.0,22.0,,,,"2023-06-06 10:07",,,,0,0,0,3000,78.36%,887,88.75%,464000,263,Staravia,,0,98.73%,53,99.04%,142000,265,Staraptor,,0,98.66%,56,97.84%,45000,40,Starly,,0,
855,Starly,,396,♀,409,85,4,10,13,60.0,23.0,23.0,,,,"2023-06-06 10:07",5/13/2023,,,0,0,0,3500,70.84%,1195,87.41%,458000,257,Staravia,,0,87.35%,519,97.73%,136000,259,Staraptor,,0,94.51%,226,96.46%,39000,34,Starly,,0,
856,Starly,,396,♀,420,84,7,15,15,82.2,22.0,22.0,,,,"2023-06-06 10:07",5/26/2023,,,0,0,0,3000,97.51%,103,94.90%,464000,263,Staravia,,0,96.48%,145,98.55%,112000,229,Staraptor,,0,90.57%,387,95.75%,28000,24,Starly,,0,
857,Starly,,396,♂,465,88,5,15,13,73.3,25.0,25.0,,,,"2023-06-06 10:06",3/1/2023,,,0,0,0,4000,92.33%,315,92.24%,444000,245,Staravia,,0,96.17%,158,98.49%,99000,219,Staraptor,,0,90.77%,379,95.78%,12000,10,Starly,,0,
858,Starly,,396,♀,506,91,6,15,12,73.3,27.0,27.0,,,,"2023-06-06 10:06",5/24/2023,,,0,0,0,4500,92.16%,322,92.17%,428000,231,Staravia,,0,94.51%,226,98.29%,83000,205,Staraptor,,0,,,,,,,,,
859,Starly,,396,♀,591,102,4,12,15,68.9,35.0,35.0,,,,"2023-06-06 10:06",4/8/2023,,,0,0,0,8000,86.25%,564,90.43%,338000,143,Staravia,,0,92.80%,296,98.14%,0,125,Staraptor,,0,,,,,,,,,
860,Starly,,396,♀,598,102,10,8,15,73.3,34.0,34.0,,,,"2023-06-06 10:06",5/7/2023,,,0,0,0,0,86.91%,537,90.60%,352000,159,Staravia,,0,63.91%,1479,96.61%,7000,133,Staraptor,,0,,,,,,,,,
861,Piplup,,393,♂,719,104,8,13,15,80.0,25.0,25.0,,,,"2023-06-06 10:06",2/24/2023,,,0,0,0,4000,78.44%,884,96.46%,99000,119,Prinplup,,0,91.43%,352,97.88%,72000,189,Empoleon,,0,,,,,,,,,
862,Chimchar,,390,♂,237,58,4,7,12,51.1,10.0,10.0,,,,"2023-06-06 10:06",1/24/2023,,,0,0,0,1000,83.54%,675,96.46%,40000,167,Infernape,,0,80.29%,808,97.14%,270000,411,Infernape,,0,91.23%,360,96.13%,40000,42,Chimchar,,0,
863,Grotle,,388,♂,868,110,0,9,14,51.1,18.0,18.0,,,,"2023-06-06 10:06",12/30/2022,,,0,0,0,2200,99.41%,25,98.99%,6900,106,Torterra,,0,99.05%,40,99.13%,146400,238,Torterra,,0,,,,,,,,,
864,Deoxys,Attack,386,,1456,89,14,15,12,91.1,20.0,20.0,,,,"2023-06-06 10:06",2/25/2023,,,0,0,0,2500,97.51%,103,97.43%,2500,2,Deoxys,Attack,0,92.82%,295,97.56%,196000,206,Deoxys,Attack,0,,,,,,,,,
865,Jirachi,,385,,1375,122,15,11,11,82.2,15.0,15.0,,,,"2023-06-06 10:06",5/14/2023,,,0,0,0,1900,16.78%,3409,93.23%,3800,4,Jirachi,,0,19.90%,3281,94.50%,68400,62,Jirachi,,0,,,,,,,,,
866,Rayquaza,,384,,2676,150,11,13,13,82.2,25.0,25.0,,,,"2023-06-06 10:06",2/22/2023,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
867,Rayquaza,,384,,2700,150,12,15,13,88.9,25.0,25.0,,,,"2023-06-06 10:06",2/23/2023,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
868,Rayquaza,,384,,2704,152,12,14,15,91.1,25.0,25.0,,,,"2023-06-06 10:06",2/24/2023,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
869,Groudon,Normal,383,,2269,128,10,12,10,71.1,20.0,20.0,,,,"2023-06-06 10:06",2/25/2023,,,0,0,0,2500,,,,,,,,,84.93%,618,97.24%,11000,10,Groudon,Normal,0,,,,,,,,,
870,Groudon,Normal,383,,2276,130,10,10,13,73.3,20.0,20.0,,,,"2023-06-06 10:06",2/26/2023,,,0,0,0,2500,,,,,,,,,30.96%,2828,94.94%,8000,7,Groudon,Normal,0,,,,,,,,,
871,Groudon,Normal,383,,2281,129,12,10,11,73.3,20.0,20.0,,,,"2023-06-06 10:06",2/26/2023,,,0,0,0,2500,,,,,,,,,15.56%,3459,94.21%,8000,7,Groudon,Normal,0,,,,,,,,,
872,Groudon,Normal,383,,2294,129,13,11,11,77.8,20.0,20.0,,,,"2023-06-06 10:06",2/25/2023,,,0,0,0,2500,,,,,,,,,30.70%,2839,94.94%,8000,7,Groudon,Normal,0,,,,,,,,,
873,Groudon,Normal,383,,2300,130,10,14,14,84.4,20.0,20.0,,,,"2023-06-06 10:06",2/25/2023,,,0,0,0,2500,,,,,,,,,71.18%,1181,96.54%,8000,7,Groudon,Normal,0,,,,,,,,,
874,Groudon,Normal,383,,2305,128,15,11,10,80.0,20.0,20.0,,,,"2023-06-06 10:06",2/26/2023,,,0,0,0,2500,,,,,,,,,47.62%,2146,95.61%,8000,7,Groudon,Normal,0,,,,,,,,,
875,Groudon,Normal,383,,2320,128,15,14,10,86.7,20.0,20.0,,,,"2023-06-06 10:06",2/26/2023,,,0,0,0,2500,,,,,,,,,76.97%,944,96.81%,8000,7,Groudon,Normal,0,,,,,,,,,
876,Groudon,Normal,383,,2328,130,14,14,13,91.1,20.0,20.0,,,,"2023-06-06 10:05",7/7/7072,,,0,0,0,2500,,,,,,,,,15.97%,3442,94.22%,5000,4,Groudon,Normal,0,,,,,,,,,
877,Groudon,Normal,383,,2492,136,11,15,15,91.1,21.5,21.5,,,,"2023-06-06 10:05",2/26/2023,,,0,0,0,3000,,,,,,,,,94.33%,233,98.01%,0,0,Groudon,Normal,0,,,,,,,,,
878,Groudon,Normal,383,,2848,144,11,11,11,73.3,25.0,25.0,,,,"2023-06-06 10:05",,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
879,Kyogre,Normal,382,,2283,129,11,12,11,75.6,20.0,20.0,,,,"2023-06-06 10:05",2/26/2023,,,0,0,0,2500,,,,,,,,,24.52%,3092,94.66%,8000,7,Kyogre,Normal,0,,,,,,,,,
880,Kyogre,Normal,382,,2287,129,12,10,12,75.6,20.0,20.0,,,,"2023-06-06 10:05",2/26/2023,,,0,0,0,2500,,,,,,,,,30.13%,2862,94.91%,8000,7,Kyogre,Normal,0,,,,,,,,,
881,Kyogre,Normal,382,,2289,128,13,11,10,75.6,20.0,20.0,,,,"2023-06-06 10:05",2/26/2023,,,0,0,0,2500,,,,,,,,,30.70%,2839,94.94%,8000,7,Kyogre,Normal,0,,,,,,,,,
882,Kyogre,Normal,382,,2291,129,12,12,11,77.8,20.0,20.0,,,,"2023-06-06 10:05",2/25/2023,,,0,0,0,2500,,,,,,,,,32.11%,2781,95.00%,8000,7,Kyogre,Normal,0,,,,,,,,,
883,Kyogre,Normal,382,,2482,133,13,14,11,84.4,21.5,21.5,,,,"2023-06-06 10:05",2/26/2023,,,0,0,0,3000,,,,,,,,,61.22%,1589,96.13%,0,0,Kyogre,Normal,0,,,,,,,,,
884,Latios,Normal,381,♂,1590,104,10,14,12,80.0,15.0,15.0,,,,"2023-06-06 10:05",2/26/2023,,,0,0,0,1900,,,,,,,,,85.18%,608,97.38%,41900,39,Latios,Normal,0,,,,,,,,,
885,Latios,Normal,381,♂,2108,120,11,10,12,73.3,20.0,20.0,,,,"2023-06-06 10:05",2/27/2023,,,0,0,0,2500,,,,,,,,,54.38%,1869,96.00%,20500,19,Latios,Normal,0,,,,,,,,,
886,Latios,Normal,381,♂,2666,134,13,13,11,82.2,25.0,25.0,,,,"2023-06-06 10:05",2/22/2023,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
887,Registeel,,379,,527,73,14,6,6,57.8,8.0,8.0,,,,"2023-06-06 10:05",2/14/2023,,,0,1,0,0,1.49%,4035,91.00%,59526,80,Registeel,,1,23.86%,3119,93.66%,273800,230,Registeel,,2,,,,,,,,,
888,Registeel,,379,,1364,122,12,12,15,86.7,20.0,20.0,,,,"2023-06-06 10:05",7/2/7072,,,0,0,0,2500,13.19%,3556,92.55%,8000,7,Registeel,,0,64.76%,1444,95.45%,301000,248,Registeel,,0,,,,,,,,,
889,Registeel,,379,,1365,119,14,12,10,80.0,20.0,20.0,,,,"2023-06-06 10:05",2/5/2023,,,0,0,0,2500,3.86%,3938,91.51%,8000,7,Registeel,,0,39.51%,2478,94.34%,301000,248,Registeel,,0,,,,,,,,,
890,Registeel,,379,,1378,120,15,11,12,84.4,20.0,20.0,,,,"2023-06-06 10:05",2/2/2023,,,0,0,0,2500,23.54%,3132,93.27%,8000,7,Registeel,,0,32.36%,2771,94.03%,278000,248,Registeel,,0,,,,,,,,,
891,Registeel,,379,,1457,123,15,15,12,93.3,21.0,21.0,,,,"2023-06-06 10:05",2/2/2023,,,0,0,0,0,46.72%,2183,94.54%,3000,3,Registeel,,0,34.65%,2677,94.13%,262000,244,Registeel,,0,,,,,,,,,
892,Regice,,378,,674,74,12,7,9,62.2,8.0,8.0,,,,"2023-06-06 10:05",3/27/2023,,,0,1,0,961,64.91%,1438,95.68%,32406,51,Regice,,1,26.64%,3005,94.58%,124326,142,Regice,,1,,,,,,,,,
893,Regice,,378,,1765,121,14,13,14,91.1,20.0,20.0,,,,"2023-06-06 10:05",1/18/2023,,,0,0,0,2500,,,,,,,,,28.50%,2929,94.69%,56000,50,Regice,,0,,,,,,,,,
894,Regirock,,377,,1710,120,10,11,11,71.1,20.0,20.0,,,,"2023-06-06 10:05",2/18/2023,,,0,0,0,2500,,,,,,,,,43.13%,2330,95.44%,65000,58,Regirock,,0,,,,,,,,,
895,Regirock,,377,,2155,134,11,11,12,75.6,25.0,25.0,,,,"2023-06-06 10:05",2/18/2023,,,0,0,0,4000,,,,,,,,,66.91%,1356,96.61%,34000,30,Regirock,,0,,,,,,,,,
896,Regirock,,377,,2187,134,14,12,11,82.2,25.0,25.0,,,,"2023-06-06 10:04",2/18/2023,,,0,0,0,4000,,,,,,,,,42.61%,2351,95.41%,29500,26,Regirock,,0,,,,,,,,,
897,Metang,,375,,346,63,1,8,15,53.3,8.0,8.0,,,,"2023-06-06 10:04",4/10/2023,,,0,1,0,961,97.05%,122,98.32%,129200,143,Metang,,2,96.09%,161,98.22%,79326,200,Metagross,,1,69.94%,1232,93.85%,6722,12,Metang,,1,
898,Metang,,375,,973,101,15,11,15,91.1,20.0,20.0,,,,"2023-06-06 10:04",1/2/2023,,,0,0,0,2500,30.87%,2832,93.95%,91000,80,Metang,,0,45.45%,2235,95.53%,17000,116,Metagross,,0,,,,,,,,,
899,Beldum,,374,,499,78,9,15,14,84.4,19.0,19.0,,,,"2023-06-06 10:04",2/24/2023,,,0,0,0,2500,80.51%,799,96.72%,121000,135,Metang,,0,92.43%,311,97.79%,25500,148,Metagross,,0,90.50%,390,96.09%,0,0,Beldum,,0,
900,Salamence,Normal,373,♂,2104,137,13,11,15,86.7,20.0,20.0,,,,"2023-06-06 10:04",1/12/2023,,,0,0,0,0,,,,,,,,,53.85%,1891,95.94%,20500,19,Salamence,Normal,0,,,,,,,,,
901,Salamence,Normal,373,♂,2618,154,10,13,15,84.4,25.0,25.0,,,,"2023-06-06 10:04",1/13/2023,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
902,Bagon,,371,♀,620,83,14,14,15,95.6,19.0,19.0,,,,"2023-06-06 10:04",1/12/2023,,,0,0,0,2500,77.36%,928,96.07%,44000,63,Shelgon,,0,18.83%,3325,94.51%,22000,145,Salamence,Normal,0,,,,,,,,,
903,Bagon,,371,♂,643,84,15,10,14,86.7,20.0,20.0,,,,"2023-06-06 10:04",6/4/2023,,,0,0,0,2500,25.74%,3042,93.52%,39000,59,Shelgon,,0,39.58%,2475,95.42%,20500,144,Salamence,Normal,0,,,,,,,,,
904,Luvdisc,,370,♀,341,72,10,12,15,82.2,15.0,15.0,,,,"2023-06-06 10:04",2/9/2023,,,0,0,0,1900,95.09%,202,92.80%,496400,268,Luvdisc,,0,95.09%,202,92.80%,496400,268,Luvdisc,,0,69.69%,1242,94.05%,32400,30,Luvdisc,,0,
905,Luvdisc,,370,♀,528,87,11,15,12,84.4,23.0,23.0,,,,"2023-06-06 10:04",2/26/2023,,,0,0,0,3500,97.22%,115,94.20%,458000,232,Luvdisc,,0,97.22%,115,94.20%,458000,232,Luvdisc,,0,,,,,,,,,
906,Relicanth,,369,♂,1379,140,10,12,10,71.1,20.0,20.0,,,,"2023-06-06 10:04",2/26/2023,,,0,0,0,2500,48.35%,2116,94.86%,8000,7,Relicanth,,0,48.25%,2120,95.84%,278000,248,Relicanth,,0,,,,,,,,,
907,Relicanth,,369,♂,1416,140,15,10,11,80.0,20.0,20.0,,,,"2023-06-06 10:04",2/28/2023,,,0,0,0,2500,27.35%,2976,93.81%,5000,4,Relicanth,,0,24.79%,3081,94.78%,235000,248,Relicanth,,0,,,,,,,,,
908,Relicanth,,369,♂,1417,142,12,15,14,91.1,20.0,20.0,,,,"2023-06-06 10:04",2/26/2023,,,0,0,0,2500,65.03%,1433,95.70%,5000,4,Relicanth,,0,60.27%,1628,96.38%,235000,248,Relicanth,,0,,,,,,,,,
909,Relicanth,,369,♂,1421,140,14,15,10,86.7,20.0,20.0,,,,"2023-06-06 10:04",2/26/2023,,,0,0,0,2500,46.89%,2176,94.81%,5000,4,Relicanth,,0,25.57%,3049,94.82%,225000,248,Relicanth,,0,,,,,,,,,
910,Clamperl,,366,♀,993,86,15,13,11,86.7,28.0,28.0,,,,"2023-06-06 10:04",2/26/2023,,,0,0,0,4500,97.92%,86,95.85%,419000,198,Clamperl,,0,81.49%,759,96.11%,320000,248,Huntail,,0,,,,,,,,,
911,Walrein,,365,♂,1653,159,13,14,15,93.3,21.5,21.5,,,,"2023-06-06 10:04",12/24/2022,,,1,0,0,1500,,,,,,,,,60.93%,1601,96.23%,64500,123,Walrein,,0,,,,,,,,,
912,Spheal,,363,♀,156,59,15,13,12,88.9,6.0,6.0,,,,"2023-06-06 10:04",12/25/2022,,,1,0,0,300,32.43%,2768,93.99%,69200,157,Sealeo,,0,20.61%,3252,94.48%,85700,293,Walrein,,0,55.58%,1820,92.36%,300,126,Walrein,,0,
913,Spheal,,363,♀,409,105,0,7,14,46.7,18.0,18.0,,,,"2023-06-06 10:04",5/21/2023,,,0,0,0,2200,97.75%,93,98.47%,234400,281,Sealeo,,0,95.36%,191,98.21%,254400,381,Walrein,,0,99.22%,33,98.48%,20400,18,Spheal,,0,
914,Glalie,Normal,362,♂,1439,134,15,14,15,97.8,24.0,24.0,,,,"2023-06-06 10:04",12/25/2022,,,0,0,0,3500,63.22%,1507,95.67%,7000,6,Glalie,Normal,0,99.98%,2,99.44%,451000,226,Glalie,Normal,0,,,,,,,,,
915,Snorunt,,361,♀,57,32,5,5,15,55.6,3.0,3.0,,,,"2023-06-06 10:04",6/3/2023,,,0,0,0,400,91.50%,349,96.69%,100200,202,Froslass,,0,59.02%,1679,89.02%,519200,400,Glalie,Normal,0,81.47%,760,95.46%,7200,112,Glalie,Normal,0,
916,Snorunt,,361,♀,98,44,0,4,15,42.2,5.0,5.0,,,,"2023-06-06 10:03",5/21/2023,,,0,0,0,600,95.12%,201,97.94%,98600,198,Glalie,Normal,0,28.28%,2938,85.84%,517600,396,Glalie,Normal,0,97.41%,107,96.85%,66600,70,Snorunt,,0,
917,Snorunt,,361,♀,156,53,4,15,15,75.6,7.0,7.0,,,,"2023-06-06 10:03",2/28/2023,,,0,0,0,800,97.75%,93,98.46%,83200,182,Glalie,Normal,0,90.62%,385,93.79%,515200,392,Glalie,Normal,0,90.82%,377,95.83%,3200,104,Froslass,,0,
918,Snorunt,,361,♀,603,97,15,15,12,93.3,24.0,24.0,,,,"2023-06-06 10:03",1/25/2023,,,0,0,0,3500,45.74%,2223,94.80%,7000,106,Glalie,Normal,0,99.54%,20,98.26%,451000,326,Glalie,Normal,0,,,,,,,,,
919,Absol,Normal,359,♀,399,55,7,15,11,73.3,6.0,6.0,,,,"2023-06-06 10:03",2/26/2023,,,0,0,0,600,87.99%,493,96.89%,49400,53,Absol,Normal,0,93.48%,268,98.13%,319400,294,Absol,Normal,0,33.99%,2704,89.50%,1200,2,Absol,Normal,0,
920,Absol,Normal,359,♂,1424,105,13,15,13,91.1,20.0,20.0,,,,"2023-06-06 10:03",5/22/2023,,,0,0,0,2500,87.72%,504,96.88%,5000,4,Absol,Normal,0,83.13%,692,97.35%,225000,248,Absol,Normal,0,,,,,,,,,
921,Chimecho,,358,♀,930,99,11,12,11,75.6,15.0,15.0,,,,"2023-06-06 10:03",5/7/2023,,,0,0,0,1900,57.29%,1750,95.14%,45400,42,Chimecho,,0,92.41%,312,96.58%,496400,268,Chimecho,,0,,,,,,,,,
922,Chimecho,,358,♂,1584,130,12,14,15,91.1,25.0,25.0,,,,"2023-06-06 10:03",2/25/2023,,,0,0,0,4000,,,,,,,,,99.88%,6,99.40%,429000,220,Chimecho,,0,,,,,,,,,
923,Tropius,,357,♀,1061,140,10,13,13,80.0,20.0,20.0,,,,"2023-06-06 10:03",2/28/2023,,,0,0,0,2500,49.16%,2083,94.51%,56000,50,Tropius,,0,94.53%,225,95.12%,475000,248,Tropius,,0,,,,,,,,,
924,Tropius,,357,♀,1071,142,12,10,15,82.2,20.0,20.0,,,,"2023-06-06 10:03",2/28/2023,,,0,0,0,2500,61.98%,1558,95.31%,56000,50,Tropius,,0,94.87%,211,95.26%,475000,248,Tropius,,0,,,,,,,,,
925,Tropius,,357,♂,1077,139,12,15,11,84.4,20.0,20.0,,,,"2023-06-06 10:03",2/26/2023,,,0,0,0,2500,31.60%,2802,93.45%,51500,46,Tropius,,0,97.61%,99,96.54%,475000,248,Tropius,,0,,,,,,,,,
926,Tropius,,357,♀,1104,140,15,15,13,95.6,20.0,20.0,,,,"2023-06-06 10:03",2/27/2023,,,0,0,0,2500,34.41%,2687,93.61%,47000,42,Tropius,,0,99.95%,3,99.50%,475000,248,Tropius,,0,,,,,,,,,
927,Dusclops,,356,♀,788,74,15,4,11,66.7,18.0,18.0,,,,"2023-06-06 10:03",2/23/2023,,,0,0,0,2200,23.03%,3153,93.52%,23400,121,Dusknoir,,0,55.34%,1830,94.64%,385400,356,Dusknoir,,0,,,,,,,,,
928,Duskull,,355,♂,67,24,9,15,12,80.0,4.0,4.0,,,,"2023-06-06 10:03",2/26/2023,,,0,0,0,400,59.46%,1661,95.22%,258400,308,Dusclops,,0,91.43%,352,97.06%,432400,423,Dusknoir,,0,72.48%,1128,94.29%,11700,41,Dusclops,,0,
929,Duskull,,355,♂,132,37,3,5,14,48.9,8.0,8.0,,,,"2023-06-06 10:03",2/28/2023,,,0,1,0,961,90.38%,395,97.42%,225300,235,Dusclops,,2,95.95%,167,97.72%,375600,325,Dusknoir,,2,95.16%,199,96.81%,0,125,Dusknoir,,1,
930,Duskull,,355,♂,283,51,10,13,15,84.4,15.0,15.0,,,,"2023-06-06 10:03",2/25/2023,,,0,0,0,1900,80.68%,792,96.44%,35400,158,Dusknoir,,0,93.65%,261,97.35%,384400,393,Dusknoir,,0,65.64%,1408,92.97%,64400,58,Duskull,,0,
931,Duskull,,355,♀,466,66,10,9,15,75.6,25.0,25.0,,,,"2023-06-06 10:03",2/26/2023,,,0,0,0,4000,51.40%,1991,94.76%,174000,215,Dusclops,,0,85.32%,602,96.47%,345000,345,Dusknoir,,0,45.15%,2247,90.85%,12000,10,Duskull,,0,
932,Banette,Normal,354,♂,1500,117,1,8,14,51.1,25.0,25.0,,,,"2023-06-06 10:03",1/7/2023,,,0,0,0,4000,98.85%,48,98.12%,0,0,Banette,Normal,0,58.02%,1720,92.29%,444000,220,Banette,Normal,0,,,,,,,,,
933,Kecleon,,352,♀,25,14,5,3,2,22.2,1.0,1.0,,,,"2023-06-06 10:03",5/16/2023,,,0,0,0,200,36.73%,2592,93.81%,110000,114,Kecleon,,0,5.35%,3877,81.89%,520000,304,Kecleon,,0,42.95%,2337,91.33%,9000,17,Kecleon,,0,
934,Kecleon,,352,♀,86,26,14,7,7,62.2,2.0,2.0,,,,"2023-06-06 10:03",5/2/2023,,,0,0,0,200,3.93%,3935,91.42%,87600,92,Kecleon,,0,77.19%,935,91.50%,519600,302,Kecleon,,0,61.22%,1589,92.81%,7600,14,Kecleon,,0,
935,Kecleon,,352,♂,546,69,12,1,10,51.1,10.0,10.0,,,,"2023-06-06 10:03",5/7/2023,,,0,0,0,1000,5.52%,3870,91.68%,82000,80,Kecleon,,0,56.46%,1784,88.97%,510000,286,Kecleon,,0,,,,,,,,,
936,Kecleon,,352,♂,628,74,15,8,13,80.0,11.0,11.0,,,,"2023-06-06 10:02",5/17/2023,,,0,0,0,1300,23.86%,3119,93.12%,72000,70,Kecleon,,0,96.43%,147,95.89%,508000,284,Kecleon,,0,,,,,,,,,
937,Kecleon,,352,♀,721,81,7,14,14,77.8,13.0,13.0,,,,"2023-06-06 10:02",,,,0,0,0,1600,96.24%,155,97.62%,74800,70,Kecleon,,0,94.26%,236,94.99%,502800,276,Kecleon,,0,,,,,,,,,
938,Kecleon,,352,♀,738,79,15,8,11,75.6,13.0,13.0,,,,"2023-06-06 10:02",5/27/2023,,,0,0,0,1600,11.77%,3614,92.31%,66800,62,Kecleon,,0,92.82%,295,94.53%,502800,276,Kecleon,,0,,,,,,,,,
939,Kecleon,,352,♀,1061,98,4,8,10,48.9,20.0,20.0,,,,"2023-06-06 10:02",5/8/2023,,,0,0,0,2500,73.97%,1067,95.67%,56000,50,Kecleon,,0,47.25%,2161,87.98%,475000,248,Kecleon,,0,,,,,,,,,
940,Kecleon,,352,♀,1245,100,12,7,2,46.7,23.0,23.0,,,,"2023-06-06 10:02",5/17/2023,,,0,0,0,3500,9.45%,3709,92.10%,34500,30,Kecleon,,0,39.39%,2483,87.12%,458000,232,Kecleon,,0,,,,,,,,,
941,Kecleon,,352,♂,1319,110,6,1,10,37.8,25.0,25.0,,,,"2023-06-06 10:02",1/7/2023,,,0,0,0,4000,28.60%,2925,93.39%,25000,22,Kecleon,,0,28.52%,2928,85.89%,444000,220,Kecleon,,0,,,,,,,,,
942,Kecleon,,352,♂,1530,118,1,13,10,53.3,29.0,29.0,,,,"2023-06-06 10:02",5/13/2023,,,0,0,0,5000,,,,,,,,,52.70%,1938,88.58%,410000,190,Kecleon,,0,,,,,,,,,
943,Castform,Rainy,351,♂,1193,129,7,15,15,82.2,27.0,27.0,,,,"2023-06-06 10:02",2/25/2023,,,0,0,0,4500,86.64%,548,97.35%,131000,140,Castform,Rainy,0,95.78%,174,94.81%,428000,206,Castform,Rainy,0,,,,,,,,,
944,Castform,Sunny,351,♀,775,98,15,15,7,82.2,17.0,17.0,,,,"2023-06-06 10:02",2/25/2023,,,0,0,0,2200,19.66%,3291,93.46%,158800,152,Castform,Sunny,0,97.46%,105,95.54%,488800,260,Castform,Sunny,0,,,,,,,,,
945,Castform,Normal,351,♂,1422,134,12,11,4,60.0,35.0,35.0,,,,"2023-06-06 10:02",6/5/2023,,,0,0,0,8000,29.43%,2891,94.03%,59000,76,Castform,Normal,0,73.75%,1076,89.42%,338000,118,Castform,Normal,0,,,,,,,,,
